"File","Line","Rule","Message"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.MySql.Test/SqlInsertContextMySqlExtensionsTests.cs","18","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.MySql.Test/SqlInsertContextMySqlExtensionsTests.cs","27","CC0061","Change method name to ExecuteWithMySqlIdentityAsyncThrowsForUnsupportedTypeAsync"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.MySql.Test/SqlInsertContextMySqlExtensionsTests.cs","30","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Oracle.Test/OracleIdentityTests.cs","16","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Oracle.Test/OracleIdentityTests.cs","24","CC0061","Change method name to NextIdentityAsyncThrowsForNonMemberExpressionAsync"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Oracle.Test/OracleIdentityTests.cs","26","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Oracle.Test/SqlInsertContextOracleExtensionsTests.cs","18","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Oracle.Test/SqlInsertContextOracleExtensionsTests.cs","26","CC0061","Change method name to ExecuteWithOracleIdentityAsyncThrowsForNonMemberExpressionAsync"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Oracle.Test/SqlInsertContextOracleExtensionsTests.cs","29","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.Test/PostgreSqlIdentityTests.cs","16","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.Test/PostgreSqlIdentityTests.cs","24","CC0061","Change method name to NextIdentityAsyncThrowsForNonMemberExpressionAsync"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.Test/PostgreSqlIdentityTests.cs","26","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.Test/SqlInsertContextPostgreSqlExtensionsTests.cs","18","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.Test/SqlInsertContextPostgreSqlExtensionsTests.cs","26","CC0061","Change method name to ExecuteWithPostgreSqlIdentityAsyncThrowsForNonMemberExpressionAsync"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.Test/SqlInsertContextPostgreSqlExtensionsTests.cs","29","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.SqlServer.Test/SqlInsertContextSqlServerExtensionsTests.cs","18","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.SqlServer.Test/SqlInsertContextSqlServerExtensionsTests.cs","27","CC0061","Change method name to ExecuteWithSqlServerIdentityAsyncThrowsForUnsupportedTypeAsync"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.SqlServer.Test/SqlInsertContextSqlServerExtensionsTests.cs","30","Moq1410","Explicitly set the Strict mocking behavior for 'System.Data.IDbConnection'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Test/DapperGraphQlConnectionTests.cs","76","FAA0001","Use .Should().BePositive()"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Test/DapperGraphQlOptionsTests.cs","33","CA2263","Prefer the generic overload 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddQueryBuilder<TModelType, TQueryBuilder>()' instead of 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddQueryBuilder(System.Type, System.Type)'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Test/DapperGraphQlOptionsTests.cs","45","CA2263","Prefer the generic overload 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddQueryBuilder<TModelType, TQueryBuilder>()' instead of 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddQueryBuilder(System.Type, System.Type)'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Test/DapperGraphQlOptionsTests.cs","79","CA2263","Prefer the generic overload 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddType<TGraphType>()' instead of 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddType(System.Type)'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Test/DapperGraphQlOptionsTests.cs","91","CA2263","Prefer the generic overload 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddType<TGraphType>()' instead of 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddType(System.Type)'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Test/DapperGraphQlOptionsTests.cs","125","CA2263","Prefer the generic overload 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddSchema<TGraphSchema>()' instead of 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddSchema(System.Type)'"
"test/unit/AdaskoTheBeAsT.Dapper.GraphQL.Test/DapperGraphQlOptionsTests.cs","137","CA2263","Prefer the generic overload 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddSchema<TGraphSchema>()' instead of 'AdaskoTheBeAsT.Dapper.GraphQL.DapperGraphQlOptions.AddSchema(System.Type)'"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlUpdateContext.cs","35","CC0065","Remove trailing whitespace"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/EntityMapContextTests.cs","1","ParallelCheckerInfo","Detection in 50 ms (0 issues) *"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlDeleteContext.cs","120","RCS1197","Optimize StringBuilder.Append call"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlDeleteContext.cs","120","MA0028","Replace with AppendJoin()"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlInsertContext.cs","153","RCS1197","Optimize StringBuilder.Append call"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlInsertContext.cs","153","MA0028","Replace with AppendJoin()"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlUpdateContext.cs","185","RCS1197","Optimize StringBuilder.Append call"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlUpdateContext.cs","185","MA0028","Replace with AppendJoin()"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/EntityMapContextTests.cs","99","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/EntityMapContextTests.cs","101","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/EntityMapContextTests.cs","103","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/EntityMapContextTests.cs","104","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/EntityMapContextTests.cs","119","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/EntityMapContextTests.cs","125","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/EntityMappers/PersonEntityMapper.cs","72","RCS1058","Use compound assignment"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/EntityMappers/PersonEntityMapper.cs","73","RCS1058","Use compound assignment"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/GraphQL/Cursor.cs","70","CA1510","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/GraphQL/Cursor.cs","99","MA0003","Name the parameter to improve code readability"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/GraphQL/PersonMutation.cs","16","RCS1163","Unused parameter 'personQueryBuilder'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/GraphQLTests.cs","72","RCS1266","Use raw string literal"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/GraphQLTests.cs","207","RCS1266","Use raw string literal"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/GraphQLTests.cs","254","RCS1266","Use raw string literal"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","93","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","136","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","137","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","138","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","139","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","140","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","141","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","142","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","204","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","245","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","287","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","288","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","289","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","290","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","291","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","292","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","293","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/InsertTests.cs","294","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Models/Company.cs","9","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Models/Company.cs","10","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Models/Person.cs","10","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Models/Person.cs","11","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Models/Person.cs","12","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/QueryTests.cs","28","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/QueryTests.cs","38","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepository.cs","43","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepository.cs","66","MA0076","Do not use implicit culture-sensitive ToString in interpolated strings"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepository.cs","71","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepository.cs","95","MA0076","Do not use implicit culture-sensitive ToString in interpolated strings"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepository.cs","100","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepository.cs","124","MA0076","Do not use implicit culture-sensitive ToString in interpolated strings"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepository.cs","130","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepository.cs","152","MA0076","Do not use implicit culture-sensitive ToString in interpolated strings"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepository.cs","157","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepositoryExtensions.cs","12","RCS1175","Unused 'this' parameter 'personRepository'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/Repositories/PersonRepositoryExtensions.cs","18","CA1510","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/TestFixture.cs","57","MA0040","Use an overload with a CancellationToken, available tokens: Xunit.TestContext.Current.CancellationToken"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/TestFixture.cs","93","MA0038","Make method static (deprecated, use CA1822 instead)"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/TestFixture.cs","113","CA2012","ValueTask instances should not have their result directly accessed unless the instance has already completed. Unlike Tasks, calling Result or GetAwaiter().GetResult() on a ValueTask is not guaranteed to block until the operation completes. If you can't simply await the instance, consider first checking its IsCompleted property (or asserting it's true if you know that to be the case)."
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.MySql.IntegrationTest/TestFixture.cs","129","MA0038","Make method static (deprecated, use CA1822 instead)"
